source_x,source_y,dest_x,dest_y,straight_distance,vehicle_count,hour,is_rush_hour,is_weekend,avg_network_congestion,scenario,scenario_normal,scenario_morning,scenario_evening,scenario_weekend,scenario_special,path_length,travel_time,total_distance,avg_congestion,computation_time
-0.0921984,51.5127289,-0.0990607,51.5195968,0.009708718334571419,0,14,0,0,2.0795109746756,Normal,1,0,0,0,0,140,332.1128209276291,1551.28355382144,2.0795109746756,0.005697011947631836
-0.0842874,51.5131213,-0.0921984,51.5127289,0.007920725898552613,0,11,0,0,1.976217264079389,Normal,1,0,0,0,0,335,747.1720542329932,3737.7877105499365,1.976217264079389,0.003924846649169922
-0.0814788,51.5109018,-0.0842874,51.5131213,0.0035797226442855867,0,13,0,0,2.0283706013373046,Normal,1,0,0,0,0,121,278.9802056784347,1319.7980400210972,2.0283706013373046,0.0020160675048828125
-0.0814788,51.5109018,-0.0969199,51.5183128,0.01712747763711763,0,11,0,0,2.1107981452424687,Normal,1,0,0,0,0,275,658.6020651158191,3194.277417641832,2.1107981452424687,0.003313779830932617
-0.0969199,51.5183128,-0.0908074,51.5115047,0.009149474403478715,0,10,0,0,1.4638433798302488,Normal,1,0,0,0,0,136,224.755843812055,1105.5265851386514,1.4638433798302488,0.003097057342529297
-0.0951373,51.5164332,-0.0921984,51.5127289,0.004728527434626857,0,13,0,0,1.4340275958394513,Normal,1,0,0,0,0,91,142.32120719758436,822.9642631942756,1.4340275958394513,0.002370119094848633
-0.0921984,51.5127289,-0.0842874,51.5131213,0.007920725898552613,0,10,0,0,2.037043333368778,Normal,1,0,0,0,0,194,445.924021552267,2185.465243704567,2.037043333368778,0.0060422420501708984
-0.1051576,51.5112484,-0.1020931,51.5120632,0.0031709713480258537,0,10,0,0,1.5788796543761499,Normal,1,0,0,0,0,148,256.62811501958214,1511.8308024850216,1.5788796543761499,0.0032389163970947266
-0.0921984,51.5127289,-0.0814788,51.5109018,0.010874195076878077,0,12,0,0,2.2040166307622666,Normal,1,0,0,0,0,96,237.80746335037114,1125.6204117485713,2.2040166307622666,0.004003047943115234
-0.0814788,51.5109018,-0.0990607,51.5195968,0.019614439390664526,0,11,0,0,2.182398274090422,Normal,1,0,0,0,0,263,651.57305259464,3148.6017018635985,2.182398274090422,0.003229856491088867
-0.0990607,51.5195968,-0.0969199,51.5183128,0.0024963334392692493,0,14,0,0,2.0397372088796066,Normal,1,0,0,0,0,284,662.035780112694,3145.1685254544204,2.0397372088796066,0.005424976348876953
-0.1051576,51.5112484,-0.1020931,51.5120632,0.0031709713480258537,0,15,0,0,1.5788796543761499,Normal,1,0,0,0,0,148,256.62811501958214,1511.8308024850216,1.5788796543761499,0.0034132003784179688
-0.0908074,51.5115047,-0.0814788,51.5109018,0.009348062171915887,0,14,0,0,2.1839738320812443,Normal,1,0,0,0,0,71,173.36333255393035,832.0762076575338,2.1839738320812443,0.002109050750732422
-0.1047009,51.5177375,-0.0908074,51.5115047,0.015227512537837303,0,10,0,0,2.0519350171077066,Normal,1,0,0,0,0,238,552.1452238268786,2751.586141237327,2.0519350171077066,0.004049062728881836
-0.1047009,51.5177375,-0.0814788,51.5109018,0.024207286566239654,0,12,0,0,2.0647382041950184,Normal,1,0,0,0,0,306,714.1987053920291,3525.9820527667407,2.0647382041950184,0.006175041198730469
-0.1020931,51.5120632,-0.0921984,51.5127289,0.0099170683460385,0,11,0,0,1.6048086345213481,Normal,1,0,0,0,0,112,196.62014793078066,1184.5701473018191,1.6048086345213481,0.0028951168060302734
-0.1051576,51.5112484,-0.1047009,51.5177375,0.0065051513203030625,0,15,0,0,1.7997275997105011,Normal,1,0,0,0,0,173,350.9350517005955,1713.8318555735991,1.7997275997105011,0.00403904914855957
-0.0951373,51.5164332,-0.1047009,51.5177375,0.009652131549559548,0,12,0,0,1.950262132554602,Normal,1,0,0,0,0,149,327.78960176116755,1638.0439852999637,1.950262132554602,0.004483699798583984
-0.0842874,51.5131213,-0.1020931,51.5120632,0.017837110979640275,0,15,0,0,1.9802730345273303,Normal,1,0,0,0,0,403,900.2661787233136,4517.109636001856,1.9802730345273303,0.005248069763183594
-0.1020931,51.5120632,-0.0951373,51.5164332,0.008214624376075489,0,10,0,0,1.718452282753807,Normal,1,0,0,0,0,171,325.666529277931,1872.1630036627603,1.718452282753807,0.004230022430419922
-0.0990607,51.5195968,-0.0921984,51.5127289,0.009708718334571419,0,12,0,0,1.9668287666121176,Normal,1,0,0,0,0,243,538.2149714414984,2783.2405589062596,1.9668287666121176,0.0035889148712158203
-0.1020931,51.5120632,-0.0908074,51.5115047,0.011299510907114372,0,14,0,0,1.786896511063408,Normal,1,0,0,0,0,118,232.8749036554797,1332.0315842659259,1.786896511063408,0.003161191940307617
-0.0921984,51.5127289,-0.0908074,51.5115047,0.0018529831731534155,0,15,0,0,2.4424083962022616,Normal,1,0,0,0,0,28,75.75398178522057,351.2245002191578,2.4424083962022616,0.001825094223022461
-0.0908074,51.5115047,-0.0990607,51.5195968,0.011558505236404181,0,14,0,0,2.145257507466645,Normal,1,0,0,0,0,311,754.072737672032,3720.7247014560326,2.145257507466645,0.003596067428588867
-0.0908074,51.5115047,-0.0842874,51.5131213,0.006717424771442911,0,10,0,0,2.003844950377654,Normal,1,0,0,0,0,169,381.4798907558264,1891.9210396135297,2.003844950377654,0.0025649070739746094
-0.0969199,51.5183128,-0.0814788,51.5109018,0.01712747763711763,0,10,0,0,1.6800759088770336,Normal,1,0,0,0,0,204,386.8093253772057,1879.9224966680656,1.6800759088770336,0.004815816879272461
-0.0990607,51.5195968,-0.0921984,51.5127289,0.009708718334571419,0,11,0,0,1.9668287666121176,Normal,1,0,0,0,0,243,538.2149714414984,2783.2405589062596,1.9668287666121176,0.003592967987060547
-0.0814788,51.5109018,-0.1047009,51.5177375,0.024207286566239654,0,12,0,0,2.19699679636971,Normal,1,0,0,0,0,302,753.4263956654127,3664.6270081768744,2.19699679636971,0.0038819313049316406
-0.0969199,51.5183128,-0.0921984,51.5127289,0.007312489416059004,0,14,0,0,1.2921373869343755,Normal,1,0,0,0,0,130,188.50108808735595,958.0651481745444,1.2921373869343755,0.002583026885986328
-0.0921984,51.5127289,-0.0990607,51.5195968,0.009708718334571419,25,14,0,0,2.9397520285783627,Normal,1,0,0,0,0,140,497.54425857607583,1551.28355382144,2.9397520285783627,0.004094123840332031
-0.0842874,51.5131213,-0.0921984,51.5127289,0.007920725898552613,25,11,0,0,7.943722990422097,Normal,1,0,0,0,0,343,3506.4879111013033,3751.84711000321,7.943722990422097,0.004683971405029297
-0.0814788,51.5109018,-0.0842874,51.5131213,0.0035797226442855867,25,13,0,0,6.863015999137646,Normal,1,0,0,0,0,121,1056.8033648515423,1319.7980400210972,6.863015999137646,0.002046823501586914
-0.0814788,51.5109018,-0.0969199,51.5183128,0.01712747763711763,25,11,0,0,6.68500083124714,Normal,1,0,0,0,0,283,2414.781265594002,3208.3368170951053,6.68500083124714,0.0030469894409179688
-0.0969199,51.5183128,-0.0908074,51.5115047,0.009149474403478715,25,10,0,0,6.959985068256337,Normal,1,0,0,0,0,136,1213.8158276746553,1105.5265851386514,6.959985068256337,0.00423121452331543
-0.0951373,51.5164332,-0.0921984,51.5127289,0.004728527434626857,25,13,0,0,7.1157988378014725,Normal,1,0,0,0,0,93,841.5882364228036,842.8628783845787,7.1157988378014725,0.002956867218017578
-0.0921984,51.5127289,-0.0842874,51.5131213,0.007920725898552613,25,10,0,0,5.7199638312467895,Normal,1,0,0,0,0,201,1459.3707313766909,2197.3284747698012,5.7199638312467895,0.006100893020629883
-0.1051576,51.5112484,-0.1020931,51.5120632,0.0031709713480258537,25,10,0,0,3.828694351572905,Normal,1,0,0,0,0,110,496.2129525657957,1811.4090952920603,3.828694351572905,0.0028700828552246094
-0.0921984,51.5127289,-0.0814788,51.5109018,0.010874195076878077,25,12,0,0,3.9457473832284933,Normal,1,0,0,0,0,101,491.747192195865,1145.9154887018483,3.9457473832284933,0.003880023956298828
-0.0814788,51.5109018,-0.0990607,51.5195968,0.019614439390664526,25,11,0,0,7.021980726436782,Normal,1,0,0,0,0,271,2431.594701376639,3162.6611013168717,7.021980726436782,0.0029942989349365234
-0.0990607,51.5195968,-0.0969199,51.5183128,0.0024963334392692493,25,14,0,0,3.346408433901155,Normal,1,0,0,0,0,284,1175.5277351812504,3145.1685254544204,3.346408433901155,0.0038340091705322266
-0.1051576,51.5112484,-0.1020931,51.5120632,0.0031709713480258537,25,15,0,0,3.828694351572905,Normal,1,0,0,0,0,110,496.2129525657957,1811.4090952920603,3.828694351572905,0.002859830856323242
-0.0908074,51.5115047,-0.0814788,51.5109018,0.009348062171915887,25,14,0,0,3.704746219114318,Normal,1,0,0,0,0,76,344.8362270442239,852.3712846108106,3.704746219114318,0.0020418167114257812
-0.1047009,51.5177375,-0.0908074,51.5115047,0.015227512537837303,25,10,0,0,4.63819002691424,Normal,1,0,0,0,0,272,1586.285773142265,3120.3762155046447,4.63819002691424,0.004830121994018555
-0.1047009,51.5177375,-0.0814788,51.5109018,0.024207286566239654,25,12,0,0,4.416604330695221,Normal,1,0,0,0,0,345,1911.2880253263725,3915.067203987336,4.416604330695221,0.005741119384765625
-0.1020931,51.5120632,-0.0921984,51.5127289,0.0099170683460385,25,11,0,0,5.594516442825985,Normal,1,0,0,0,0,112,795.202542196352,1184.5701473018191,5.594516442825985,0.004113197326660156
-0.1051576,51.5112484,-0.1047009,51.5177375,0.0065051513203030625,25,15,0,0,2.4777524317501696,Normal,1,0,0,0,0,173,514.6041694115457,1713.8318555735991,2.4777524317501696,0.0029959678649902344
-0.0951373,51.5164332,-0.1047009,51.5177375,0.009652131549559548,25,12,0,0,3.2589779298718256,Normal,1,0,0,0,0,156,623.1630258753418,1714.8880625339982,3.2589779298718256,0.002810955047607422
-0.0842874,51.5131213,-0.1020931,51.5120632,0.017837110979640275,25,15,0,0,5.835065361717689,Normal,1,0,0,0,0,521,3838.462896910666,6930.60597407922,5.835065361717689,0.006658792495727539
-0.1020931,51.5120632,-0.0951373,51.5164332,0.008214624376075489,25,10,0,0,4.87181778811284,Normal,1,0,0,0,0,163,997.4857210312906,1893.6921804294354,4.87181778811284,0.00586700439453125
-0.0990607,51.5195968,-0.0921984,51.5127289,0.009708718334571419,25,12,0,0,4.656195517670985,Normal,1,0,0,0,0,277,1627.0653317274625,3152.0306331735774,4.656195517670985,0.004815816879272461
-0.1020931,51.5120632,-0.0908074,51.5115047,0.011299510907114372,25,14,0,0,6.040175030570214,Normal,1,0,0,0,0,118,905.4342791975724,1332.0315842659259,6.040175030570214,0.004696846008300781
-0.0921984,51.5127289,-0.0908074,51.5115047,0.0018529831731534155,25,15,0,0,4.896753550276016,Normal,1,0,0,0,0,28,166.744940011758,351.2245002191578,4.896753550276016,0.0018532276153564453
-0.0908074,51.5115047,-0.0990607,51.5195968,0.011558505236404181,25,14,0,0,6.460451909543064,Normal,1,0,0,0,0,326,2687.251102750145,3746.647331974539,6.460451909543064,0.003451108932495117
-0.0908074,51.5115047,-0.0842874,51.5131213,0.006717424771442911,25,10,0,0,5.870137110629042,Normal,1,0,0,0,0,176,1312.4597662250494,1903.784270678763,5.870137110629042,0.0025320053100585938
-0.0969199,51.5183128,-0.0814788,51.5109018,0.01712747763711763,25,10,0,0,5.778655657115397,Normal,1,0,0,0,0,209,1538.8180798587628,1900.2175736213421,5.778655657115397,0.005594015121459961
-0.0990607,51.5195968,-0.0921984,51.5127289,0.009708718334571419,25,11,0,0,4.656195517670985,Normal,1,0,0,0,0,277,1627.0653317274625,3152.0306331735774,4.656195517670985,0.004415035247802734
-0.0814788,51.5109018,-0.1047009,51.5177375,0.024207286566239654,25,12,0,0,6.847648018919437,Normal,1,0,0,0,0,310,2712.920292687397,3678.6864076301476,6.847648018919437,0.0034368038177490234
